Year,Afghanistan,Albania,United Arab Emirates,Armenia,Developing Asia,Antigua and Barbuda,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,Bahamas,Bosnia and Herzegovina,Belarus,Belize,Bolivia,Brazil,Barbados,Bhutan,Botswana,Central African Republic,Canada,Switzerland,Chile,China,Cote d'Ivoire,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Comoros,Cabo Verde,Costa Rica,Cyprus,Czech Republic,Germany,Developing Countries,Djibouti,Dominica,Denmark,Dominican Republic,Algeria,East Asia & Pacific developing,Europe & Central Asia developing,Ecuador,"Egypt, Arab Rep.",Spain,Estonia,Finland,Fiji,France,Gabon,United Kingdom,Georgia,Guinea,"Gambia, The",Equatorial Guinea,Greece,Grenada,Guatemala,Guyana,High Income Countries,"Hong Kong SAR, China",Honduras,Croatia,Haiti,Hungary,High income: OECD,Indonesia,India,Ireland,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyz Republic,Cambodia,Kiribati,St. Kitts and Nevis,"Korea, Rep.",Latin America & Caribbean developing,"Lao, PDR",Lebanon,Liberia,Libya,St. Lucia,Low Income,Lesotho,Lithuania,Luxembourg,Latvia,Morocco,"Moldova, Rep.",Madagascar,Maldives,Mexico,Middle Income Countries,"Macedonia, FYR",Mali,Malta,Middle East & N. Africa developing,Montenegro,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,Namibia,Nigeria,Nicaragua,Netherlands,Norway,Nepal,High Income: Non-OECD,Oman,Pakistan,Panama,Peru,Philippines,Poland,Portugal,Paraguay,West Bank and Gaza,Qatar,Romania,Russian Federation,Rwanda,South Asia developing,Saudi Arabia,Senegal,Singapore,Solomon Islands,Sierra Leone,El Salvador,San Marino,Serbia,Sub-Saharan Africa developing,Sao Tome and Principe,Suriname,Slovakia,Slovenia,Sweden,Swaziland,Seychelles,Chad,Togo,Thailand,Tajikistan,Timor-Leste,Tonga,Trinidad and Tobago,Tunisia,Turkey,"Taiwan, China",Uganda,Uruguay,United States,St. Vincent and the Grenadines,"Venezuela, RB",Vietnam,World (WBG members),Samoa,"Yemen, Rep.",South Africa,Zambia
2004,67.45988,84.75474,NA,77.95623,79.57977,88.74831,90.58174,57.4696,55.23396,89.25333,81.31213,81.99239,66.74997,70.40993,86.67662,87.37143,NA,58.3741,85.207,71.93686,76.24925,73.30214,80.44489,61.66428,78.43792,90.92818,94.94104,81.45404,86.11144,86.11387,49.61825,77.3783,76.9815,82.60596,83.99335,56.82836,88.33125,85.86486,91.96128,73.89558,76.90069,85.279,90.0837,71.90034,79.70646,83.04502,59.73082,79.37467,57.86667,87.60567,78.04253,91.54736,79.74895,92.26057,85.32423,87.14476,66.96891,34.96372,79.0777,74.5755,85.40372,82.97833,69.78462,70.50273,89.97653,89.25789,68.07632,83.8299,57.70931,75.70952,90.33657,63.74542,66.99068,91.99226,65.65126,87.98013,89.94939,51.23416,74.44247,100.6125,58.89493,62.94849,61.03503,64.8148,NA,80.2525,84.84784,72.96128,75.96603,NA,56.60016,79.59906,84.38048,64.20821,69.50394,76.37341,89.52189,68.4459,90.3776,59.99265,54.98996,NA,78.32665,74.00873,87.15432,82.09446,87.94743,73.07372,NA,60.81183,69.01593,70.55202,54.12731,85.63045,70.55298,55.01228,59.55536,92.6985,89.15475,69.66804,81.21132,76.25958,55.33529,80.53578,86.70187,73.55629,86.08945,91.28282,68.17438,77.34467,68.3999,69.78896,56.27084,57.78916,65.97469,78.80682,86.63451,89.30504,61.06046,NA,80.99031,87.24255,58.71634,64.62092,35.01389,66.19615,84.9209,86.53576,93.11518,67.76923,52.93726,81.37549,70.3428,84.1039,56.30102,75.7143,72.91413,65.24217,81.42326,62.38802,92.79681,61.97547,69.46004,87.16874,78.55308,34.20035,57.67587,85.09008,76.47059,56.36473,71.04377,52.1617
2005,75.28951,86.74285,NA,78.39971,82.027,90.61091,92.65806,62.97343,62.5536,91.73585,85.67319,87.25383,71.45056,73.95776,87.51462,88.76204,84.97211,64.42114,88.34848,75.81987,81.48722,77.74778,83.67086,67.00096,80.69969,92.94092,96.0537,83.94017,87.64187,89.45713,60.19529,79.77276,80.86985,85.09514,84.35762,64.66729,90.59531,87.45946,93.38384,77.58698,79.28843,86.71331,91.72125,74.91436,81.01729,85.36958,65.95229,81.097,60.69167,90.55663,81.23423,92.31828,81.63562,93.87132,88.48834,88.93728,72.49568,45.93299,82.91119,78.77532,88.43142,85.8625,76.14019,75.38542,91.89861,90.0779,74.07321,86.61069,66.7862,78.4068,92.27101,70.41133,69.50182,94.22738,68.27731,89.14968,91.72993,58.9668,77.03864,100.3278,63.43888,69.18836,63.69958,68.93011,NA,82.96328,87.18463,77.44617,81.4111,NA,62.61898,81.7086,87.68041,70.75547,71.8934,78.40379,91.75138,73.06645,91.26516,67.05135,65.08822,76.3235,81.4504,77.667,87.61102,87.34597,90.59451,75.28903,82.68699,65.17317,77.38456,74.03397,62.46851,88.22099,72.14811,64.83807,65.27214,94.26337,90.52072,74.4748,82.81436,77.15407,60.3511,82.8193,88.10445,79.22149,87.9034,93.36148,72.82609,81.4428,76.103,76.06658,63.40897,62.99833,68.90406,79.28977,88.11701,89.72329,65.44057,NA,84.7886,88.71301,68.1814,70.54608,41.01955,72.74814,87.22148,88.65718,93.53492,71.0889,53.4175,87.79631,78.02044,87.92405,60.29127,76.55599,79.23264,69.72934,83.02062,67.49098,94.93897,67.30571,72.72486,90.12616,81.4858,39.65689,62.45412,87.55064,77.89047,63.02212,73.42472,61.70841
2006,80.75168,88.82386,NA,80.67241,84.90822,92.23084,93.98616,68.1541,64.27096,93.37903,88.91645,89.28686,76.28718,79.3283,89.30721,90.88329,90.14121,68.89918,92.08179,77.59204,84.8963,83.42933,87.26626,74.73734,86.10275,94.80162,97.07141,86.78758,89.08776,91.67494,68.05239,84.98818,84.34193,87.96656,88.4426,72.08852,92.85764,89.67568,94.8569,81.20846,82.05037,88.96163,93.48617,80.58847,82.60319,87.88848,71.98334,83.77205,65.3,93.74004,84.83283,93.76836,83.66903,95.44378,87.24118,91.00837,79.15371,61.86957,84.61626,82.25396,91.2577,89.51333,81.1362,80.34471,93.93423,91.89217,78.20483,89.37342,75.5123,81.48559,94.28972,79.63919,73.72418,97.93207,72.83538,91.02829,93.67317,63.99083,81.84545,100.578,68.97183,73.36257,67.2293,73.16463,78.25004,89.9886,89.13918,80.97382,86.74277,NA,67.33747,82.90094,89.7701,76.46504,76.2592,81.3354,94.19776,77.85948,94.26298,75.68358,72.09539,78.41356,84.4066,81.26407,90.42777,88.69354,93.10652,78.5703,85.10519,73.80255,82.21416,80.64756,71.19805,91.41516,75.73473,70.17114,71.23815,95.30168,92.62926,77.34635,85.3598,79.49982,65.13165,84.85567,89.86773,84.17398,88.88347,96.26284,79.79196,84.57211,84.53426,81.08026,69.53976,68.59436,73.20774,81.13636,89.97837,90.58737,73.03055,76.80715,88.21021,90.57178,76.175,75.01314,50.48564,80.95501,91.13191,90.83631,94.80748,74.77107,53.22869,94.85188,77.16338,92.00852,66.31036,79.56936,84.10475,75.52232,86.46045,73.96833,95.50718,72.16246,77.37755,93.03358,83.96999,45.07169,67.07523,90.06942,80.77248,69.85674,76.81578,67.29518
2007,87.60176,91.40654,87.55417,84.22948,89.15771,93.53688,96.02507,79.45789,69.67747,95.08139,90.07003,89.08171,83.23576,85.99385,92.6136,93.14863,91.54463,74.62444,94.20229,84.34537,87.9876,86.79506,90.86167,80.01433,86.90214,96.82884,97.7823,90.61343,93.37881,93.41278,79.58394,87.24582,89.01818,91.89529,92.3438,78.83396,95.05842,92.23423,97.03704,85.68664,86.12497,91.84206,95.06914,85.53726,85.82549,92.04659,78.24154,85.67878,71.49167,96.3526,90.4298,96.09031,87.68825,96.86398,91.62969,93.12235,86.45941,76.00331,89.15942,84.56014,93.89955,92.9675,86.67152,90.23067,95.94562,93.75769,83.62928,91.96461,81.95258,87.97904,96.25938,84.67325,78.13892,102.7279,76.52353,91.49788,95.38142,69.92682,85.72784,100.6384,76.45309,76.49522,74.1189,78.77528,81.06119,94.04981,91.39872,84.78653,90.7846,92.71845,75.00848,88.08307,92.3044,81.42976,82.3694,86.00175,96.37604,85.70261,96.188,84.86816,79.51253,83.74159,87.75487,85.73653,92.46316,89.94715,94.27154,82.93339,88.80473,79.82366,88.17806,87.78132,76.85987,93.26794,80.69412,73.95197,79.16476,96.83972,93.28933,79.10151,88.54904,84.21869,70.08061,88.40451,91.46621,86.51316,91.00606,98.6251,86.29032,86.14475,92.96551,85.00005,75.80342,74.82322,77.81599,84.45076,95.24511,92.49416,78.62723,82.06864,92.24993,92.83512,81.04389,79.58146,59.84998,86.13569,93.64416,94.15864,96.90478,80.80965,56.06078,86.33917,79.29314,94.0643,75.02854,87.76572,89.01836,81.46961,89.41853,80.44513,97.22431,76.55859,83.65646,95.68752,89.7771,53.50132,72.64042,92.83129,85.27721,75.379,82.31121,74.46116
2008,114.3684,94.50019,98.27991,91.90713,95.49776,98.52595,99.10213,95.97159,86.68362,99.35001,97.22427,98.58004,90.64342,96.61303,95.8722,97.3306,98.30893,85.65692,100.1402,96.16101,92.98406,93.83249,94.45708,90.12655,94.96024,99.12395,100.1546,98.5113,98.91266,99.29659,93.35306,93.64464,95.24667,93.45823,98.59957,89.41646,99.49813,98.0991,99.58754,92.79706,96.42433,97.66003,98.31696,94.64311,89.61501,98.07722,88.25213,92.87609,84.6,100.2796,99.80339,100.0092,94.46855,99.58863,96.45336,96.47654,95.10363,89.97581,93.12136,90.10033,97.79912,100.4358,96.51268,97.53977,99.26706,97.78598,93.16589,97.55327,94.67135,93.29967,99.39338,93.02811,84.84204,106.899,86.22532,95.70137,98.57195,85.33202,97.70463,102.0273,89.55707,88.05654,92.28238,98.46683,92.13852,99.07029,95.67051,91.07943,97.71141,97.35032,88.12705,97.20912,97.42688,93.29898,91.19585,95.39821,99.65464,98.91068,99.83028,95.81367,86.90442,93.8253,92.2523,92.79118,100.1674,98.19547,98.28531,91.29576,96.58295,91.40176,94.65618,96.27389,83.55636,98.33166,88.03171,82.5164,94.86014,99.24764,96.79135,86.93875,96.28922,94.76999,83.93179,96.11507,96.76016,94.56323,94.96426,101.178,95.07948,94.66478,101.3968,91.66881,86.49986,86.37459,85.37084,92.80303,102.2429,98.62468,92.24917,88.80206,98.94547,96.82072,91.10223,88.44693,78.99605,98.80162,97.95009,99.47618,100.2741,91.0381,76.78351,95.22949,95.46263,99.19207,90.38501,95.72102,98.3181,91.27493,93.81339,88.84692,100.6541,85.77886,90.24614,99.36106,98.81427,69.74975,89.43154,97.30247,95.1403,89.68311,91.35402,83.72219
2009,104.8952,96.64623,99.81485,95.1386,97.1565,97.9839,99.61654,97.26711,95.83345,99.29721,99.32198,101.1469,95.55975,99.27297,98.55232,99.33827,97.92538,96.69633,99.15853,99.37903,97.52915,97.25222,98.05249,97.44508,98.30275,99.42079,99.67334,99.97363,98.19166,100.1241,125.3126,100.6253,99.24943,97.53521,99.57679,96.4262,99.82404,99.0991,99.89899,96.88756,98.03991,97.68926,99.59971,96.00898,97.98455,98.09732,96.09673,97.66854,94.61667,99.9908,99.71878,100,97.50542,99.67589,98.27218,98.56557,96.73575,94.19063,97.36916,94.32699,98.98254,100.1258,98.30749,100.2431,99.43853,98.34973,98.2866,99.8736,94.65749,97.2272,99.46204,97.49513,93.09437,102.1119,96.57488,98.8756,99.34924,93.50153,96.98187,100.647,96.10914,97.3353,98.58811,97.81559,101.1832,101.0857,98.30784,96.81404,97.8477,98.53358,94.67282,99.60037,97.27398,100.4423,97.92561,99.64633,100.0214,102.3965,100.8059,95.75744,94.68604,98.07575,97.13925,96.84592,99.42723,100.6143,100.3339,97.25499,99.91648,94.86135,96.75842,98.7155,90.59351,98.91013,96.33604,92.86095,98.35764,100.4285,98.91823,96.58445,98.88413,98.16539,94.12411,98.42823,99.6004,97.61513,98.59757,100.3326,97.55727,97.27016,102.7212,96.78784,96.57478,97.51245,93.46284,97.5,99.9446,99.21334,98.79054,95.43483,99.4773,98.95038,98.49696,96.6324,92.39179,98.63569,99.53209,100.311,99.95636,97.81883,101.1657,104.7071,100.4596,98.35052,97.08818,96.36204,99.72096,97.67331,97.13489,94.40072,99.77451,96.94459,96.61952,99.00779,99.23082,88.63864,95.44049,98.66394,101.1579,94.53296,97.85955,94.9354
2010,105.8314,100.0929,100.6912,102.8943,101.8039,101.286,101.4123,102.7766,102.0562,101.4711,101.7857,100.4509,103.3286,101.6942,100.4858,100.6734,100.0872,104.0799,100.0421,101.8651,102.4434,102.9158,101.6479,104.1905,99.77064,101.1874,100.3593,101.3829,101.306,101.5558,102.7806,101.0536,101.5044,100.737,101.6467,101.8885,102.2493,100.5586,101.0017,102.386,101.9126,100.6193,101.9014,102.0851,102.0879,101.4668,102.9394,101.1398,105.0833,101.7905,102.686,101.2298,101.0651,101.2021,99.70065,101.8164,103.6183,108.7544,102.2853,101.6743,103.6475,103.5667,102.1026,102.4761,100.9101,100.6253,102.905,100.9029,100.0497,101.9524,100.8775,102.5067,102.7238,101.1704,101.7861,101.5391,100.8586,105.2916,101.6751,99.92236,103.2217,101.3109,106.4331,101.72,97.23756,101.5967,101.1973,102.9971,103.7016,102.4373,101.5744,102.3891,100.4357,103.0114,101.4493,100.9609,102.2956,101.28,101.8075,102.7978,103.442,104.1073,101.1771,102.3786,100.9269,101.7864,101.8563,103.0974,100.297,106.6503,102.8601,101.6348,97.30793,100.6204,101.0344,105.6215,103.7201,101.7092,101.311,105.5924,101.6783,101.3052,106.3027,101.9079,101.1238,101.6265,101.2671,101.7399,102.0804,100.9184,100.2217,102.7043,103.1896,97.26878,103.1277,102.7273,101.1844,102.0144,99.74252,102.3,100.6505,101.5087,104.5472,103.2302,104.7169,105.5125,100.4846,102.1178,101.2245,102.2297,98.73301,102.5315,100.8691,101.5757,103.7784,102.8819,103.246,107.9535,101.3523,102.4875,100.7373,100.8166,103.0918,100.6316,100.7,113.6236,104.2289,101.3583,101.9439,105.0969,102.0322,103.0077
2011,116.628,103.5117,101.5746,110.6054,108.1258,104.7872,104.7138,110.7457,111.8456,105.0552,104.7288,103.2231,113.9297,105.9856,100.1136,103.8937,103.7483,159.4817,101.61,111.9324,109.242,112.623,105.2433,113.0014,101.0682,104.1341,100.5915,104.7704,106.9049,106.5376,118.523,101.8216,104.9708,102.5932,106.1942,106.8595,105.6133,102.4865,103.0976,109.5837,107.0782,101.7576,104.7125,110.7217,107.9471,107.093,111.7509,105.6654,115.6667,105.0439,107.7973,104.7173,108.4251,103.339,100.9602,106.3612,112.4784,131.9739,107.1914,106.5601,107.0989,106.7083,108.4487,107.5771,103.5215,105.9348,109.8637,103.1961,108.4553,105.9531,103.4418,107.9843,111.2596,103.7575,105.8586,105.0424,103.6605,113.2208,105.9143,99.65493,111.9469,115.5163,124.1507,107.0715,98.6936,107.525,105.2713,110.6961,111.552,107.5445,110.1962,118.2783,103.2172,114.0071,106.5161,105.1308,105.7846,105.7008,102.7308,110.6213,113.2509,115.8437,104.6245,109.5319,104.8681,104.8785,104.6291,111.2189,103.7584,118.5579,108.709,108.2484,104.7255,103.8146,106.1002,117.0553,112.1031,104.0903,102.6128,115.3355,105.4,105.4034,118.9705,107.849,104.5314,106.4602,105.5447,105.4564,110.4956,103.8223,102.1473,108.6557,111.8993,100.2648,112.1808,106.714,104.6268,107.368,107.1613,109.2443,105.8128,104.4522,116.191,111.4023,119.7133,124.2257,104.4229,103.9589,103.8824,108.4733,101.2599,98.73339,104.3954,105.4453,116.735,116.7708,109.7203,113.4615,104.9442,109.1204,102.1717,119.644,111.4348,103.8083,103.9083,143.2683,123.6926,105.3623,107.2431,125.6365,107.1188,109.6372
2012,125.0465,105.6299,102.2473,113.3619,112.6716,108.3257,107.3139,111.8604,132.1579,108.0384,111.6071,107.1643,121.3952,109.117,102.8849,105.9439,105.8752,253.9221,102.9704,116.9904,115.1449,117.7286,108.8387,121.5258,106.9021,105.7124,99.89485,107.9201,109.7005,107.9361,128.6739,108.0275,108.2976,109.0717,108.892,111.6625,108.1357,105.8559,105.1684,115.7385,111.0735,103.1382,107.2234,114.8123,118.4166,110.1609,119.9648,111.0562,123.9,107.6133,112.039,107.6358,112.1206,105.3585,103.6381,109.3694,111.4249,152.0671,111.7519,110.4566,108.707,109.2808,112.5507,110.1502,105.5149,110.2399,115.5724,106.7172,115.2762,111.9588,105.3808,112.2829,121.6991,105.5174,111.3487,106.8361,106.833,121.0299,110.6965,99.60317,117.7633,126.3498,127.5902,110.4394,95.68753,108.4025,107.5739,118.0627,116.2981,114.6137,117.7246,125.4457,107.5292,124.012,113.0451,108.3794,108.6014,108.1064,104.061,115.7536,119.7219,128.453,108.9262,115.6416,108.3468,110.428,107.158,118.6687,108.0549,121.6432,114.0384,112.4098,127.002,105.5416,113.2347,131.3658,120.1673,106.6463,103.3278,126.246,108.6748,108.4702,130.4889,114.0075,108.3524,109.6674,109.4975,108.3811,114.5746,106.7069,104.0505,112.2842,117.5778,110.563,122.5289,109.7727,106.1094,112.2811,113.4967,116.4417,107.643,107.4054,124.7083,120.8717,132.4483,130.4204,108.1885,106.6591,104.8053,118.1704,108.4598,112.574,107.2485,108.6219,123.5419,130.5501,110.9794,123.991,110.3364,118.8229,104.1465,136.4102,120.4586,105.9565,106.6083,173.4535,134.9437,108.6192,109.4405,138.0562,113.1433,116.8468
2013,134.618,107.6737,103.3732,119.839,117.715,109.4734,109.465,114.5717,142.6485,109.241,112.6901,107.7405,130.5363,110.0883,106.278,106.7093,105.8054,300.3972,103.4837,123.7,122.2888,119.8643,118.228,128.6652,108.5076,106.7043,99.67777,109.8558,112.5185,110.7084,129.7139,114.5188,110.482,104.3872,110.5325,117.5052,107.7023,107.3784,106.7508,123.0196,114.0792,103.0903,108.0695,120.3588,123.2802,113.4661,128.3278,114.0789,135.6417,109.129,115.1633,109.2327,115.3903,106.2685,104.1619,112.1745,110.8549,170.1447,118.1214,113.7139,107.7055,109.2328,117.4392,112.2445,106.9241,115.0062,121.5382,109.0827,122.0238,113.8844,106.7146,119.4841,133.9915,106.0542,115.6604,108.4663,108.1074,132.3394,116.0371,99.94824,124.7618,133.5749,136.035,113.6891,94.26364,109.6025,108.9738,129.5077,123.7091,120.985,126.6449,128.7146,109.1121,131.5914,118.6625,109.5146,110.4846,108.0792,106.0094,121.1266,126.6974,133.3414,113.0723,122.9192,111.3646,109.7842,108.6316,125.7407,110.4399,126.8267,118.7472,116.3907,161.6524,107.7632,119.5862,142.5248,128.7418,109.3198,105.5189,137.6589,111.8623,110.7156,140.5263,118.6042,111.3926,112.5,110.7808,108.6785,117.6251,108.5478,107.274,116.7776,125.5187,117.1131,134.3959,113.6269,106.8507,114.9294,119.6157,122.8673,108.4586,109.1286,134.3037,128.6543,143.1844,132.9277,109.7037,108.5461,104.7589,124.8127,113.1658,112.7378,109.1505,110.9953,129.7634,145.0214,111.8402,130.425,116.7343,127.7264,104.9724,143.866,130.788,107.5086,107.4667,243.9439,143.8377,111.8114,110.1082,153.1988,119.6609,125
2014,140.8162,109.4389,105.7986,123.4581,121.8522,110.6661,111.2233,116.2303,148.9327,109.6124,111.4666,107.4733,139.6629,108.527,109.0957,108.3174,104.8291,354.7894,104.729,130.8308,130.0285,121.9853,127.9305,134.3481,135.9414,108.7388,99.66458,115.0358,114.835,111.2214,131.3263,114.6071,113.6847,110.7826,110.2685,122.8141,106.2444,107.7477,107.7189,131.8809,115.61,103.9143,108.679,123.9679,128.0473,116.426,138.2035,118.1737,149.3167,108.9644,115.0356,110.3708,115.9997,106.8081,109.0476,113.8134,114.2573,186.6725,125.1465,118.6149,106.2921,108.1583,121.4537,113.2015,108.4182,120.1107,128.9875,108.848,127.5956,113.6311,108.1562,127.125,142.5881,106.2478,118.0247,108.9825,108.3785,143.3104,119.4009,102.7088,133.3073,142.7615,146.2845,118.0721,96.24693,109.8742,110.3629,148.6682,128.8183,122.3503,139.1335,128.0818,112.9512,138.5556,124.9592,109.6283,111.1791,108.7509,106.4789,127.2905,134.4013,136.1683,117.6163,131.8027,111.0508,110.7454,108.9712,132.5824,109.6511,130.0741,122.9441,120.1274,200.1128,111.1502,125.9764,153.995,136.5126,110.3868,107.6733,149.1729,114.5944,111.8383,150.6293,121.7378,115.0084,116.557,110.9703,108.3762,123.539,110.4291,110.8337,118.0336,135.3386,119.8705,143.1555,116.1742,105.7004,116.1074,125.791,128.575,109.6965,110.3432,137.1005,136.8599,153.2051,137.4263,109.6201,108.7625,104.5707,131.9037,114.7341,114.6327,109.3503,113.0996,137.5804,146.0747,114.6483,137.8561,122.4983,139.036,106.227,150.036,142.3986,109.2526,107.675,395.6006,149.7121,115.541,109.6602,165.6151,126.9481,134.7602
2015,139.822,111.5292,110.1046,128.0211,125.0118,111.7384,112.2428,120.9357,157.1906,110.2278,111.7725,108.4753,148.314,108.4135,111.0987,110.341,103.7483,402.7677,103.8371,136.1438,141.77,120.6279,133.7151,138.467,186.4331,109.9624,98.52452,120.0386,116.6035,112.62,132.3036,119.7805,119.3574,98.63792,110.4132,123.7987,104.015,108.0811,107.9714,148.515,114.6303,103.097,109.1703,125.0052,133.6833,118.6645,153.6725,122.8609,164.8,108.4191,114.4712,110.1138,117.5961,106.8481,108.6781,113.859,118.8342,201.8879,133.6669,120.6037,104.4469,107.6008,124.3549,112.0675,108.7648,123.7085,133.0607,108.3424,139.1003,113.5485,108.4321,135.2141,149.5849,105.9398,119.9521,108.2933,108.4237,148.5802,118.3545,103.5197,142.2099,152.1586,155.7909,119.5143,96.79748,107.345,111.1423,198.9822,130.4625,117.7488,149.9146,NA,111.8394,148.7223,128.9225,108.659,111.7069,108.9234,108.1377,139.6105,144.3524,137.4662,120.8162,148.5129,110.7178,112.3685,110.1672,141.44,111.3493,134.6948,126.9456,121.6985,243.8722,113.4893,130.2591,167.8706,141.9694,111.0494,110.011,160.9111,116.6094,111.9113,154.4585,121.9059,119.0887,117.3428,109.9578,108.905,127.4077,112.0084,112.8871,117.3301,156.3626,122.9014,149.931,117.5947,105.8538,115.5005,125.0684,137.1814,108.8942,110.5039,139.0094,145.503,161.2419,146.9027,109.2636,108.1909,104.5218,138.4346,119.3716,118.8396,111.3002,112.0816,145.106,146.8822,113.44,144.2783,128.4483,149.7013,105.903,155.5747,154.7392,109.3822,105.8083,877.1972,150.6587,120.8208,110.4576,197.8672,132.7561,148.3835
2016,145.9464,112.9599,111.8855,126.1977,128.5655,111.1915,113.2435,135.9781,165.9267,112.4035,110.8383,108.2164,156.4914,107.5476,114.2078,109.9588,102.6412,450.4102,104.5103,141.0794,154.1595,122.1742,139.5684,142.3233,224.0599,111.5334,98.09633,124.584,119.0775,113.4144,136.1217,123.0719,128.3252,95.22164,108.8581,123.778,102.5284,108.8198,108.4933,202.1101,117.7694,103.3355,109.4432,127.023,141.4313,121.2544,164.7684,124.9843,187.5583,108.1993,114.6419,110.5268,122.1409,107.044,110.9677,114.6101,121.3558,218.3876,143.3294,122.3065,103.5846,109.3767,129.8868,113.0044,109.5812,126.6913,136.6861,107.1235,158.3431,113.9969,109.1981,139.9815,156.9866,105.9486,121.9875,107.7031,108.3243,152.0697,117.4318,103.3989,162.6328,161.7719,156.4066,123.1258,NA,106.6042,112.2222,406.4075,132.5472,116.7981,163.1584,NA,108.3802,160.2724,137.4938,109.643,112.0318,109.0868,109.9061,148.5224,153.9588,138.157,124.2253,202.5115,110.4528,110.3373,110.8791,153.4904,111.0616,158.1541,128.8139,122.8662,296.8195,115.8367,138.9985,194.2193,146.9705,111.4011,113.9164,175.0558,118.6119,113.1526,160.254,122.8055,123.3676,118.814,109.243,109.5665,132.6087,111.7637,115.9086,115.5059,167.3743,131.7188,157.2684,120.0095,106.7314,114.8857,125.7094,152.1113,109.5521,111.1382,140.5695,160.0255,169.9956,228.4108,108.6954,108.1314,105.5506,149.2979,118.1594,114.6327,112.2672,112.2926,153.8692,144.9161,116.3646,148.7061,133.215,161.3407,107.3777,163.6155,169.6552,110.7621,105.65,3113.599,154.6815,137.6035,111.8962,NA,141.1736,174.8992
2017,153.2113,115.2081,114.0861,127.3832,131.5174,113.8963,115.6004,153.4437,192.5622,114.7932,110.9127,108.6172,165.4146,109.7648,115.7922,111.6283,103.9226,477.5786,105.7304,145.0576,159.4724,127.8678,144.767,147.0392,NA,113.3145,98.61996,127.303,120.8839,114.1923,150.5936,NA,133.8616,NA,109.7115,125.7908,103.0736,111.4865,110.3788,256.7904,118.4385,103.6983,110.6987,131.1888,149.819,123.5381,174.5769,125.5056,242.8917,110.3158,118.5564,111.3528,126.2339,108.149,112.8908,117.6852,128.6701,237.8571,153.3176,123.2169,104.7459,110.3703,135.6336,115.171,111.3803,128.567,142.0639,108.3333,181.5769,116.6753,111.0302,145.3131,162.2114,106.3094,124.1355,107.964,109.6529,158.7429,121.3362,103.882,174.737,174.6878,161.3641,126.7113,NA,107.2275,114.4043,616.9705,133.6408,122.0368,183.4221,NA,108.5085,172.4538,144.3553,113.7248,113.9708,112.2731,110.7355,158.2808,166.7131,141.9103,131.7303,257.5732,111.9457,112.2506,112.3912,177.9994,113.6971,182.0562,131.7177,127.3992,332.9675,120.2381,147.5541,226.2694,152.6317,112.94,116.0524,180.7082,119.6318,114.9598,166.801,123.883,126.8267,122.2039,111.4306,111.0661,137.4007,112.0017,116.3663,117.0587,173.5393,142.6245,162.844,119.0057,108.1288,115.5478,126.3237,179.8257,110.6631,112.3006,144.9708,176.7258,179.6689,278.7058,110.1214,109.6767,107.4447,158.5862,121.535,NA,111.4121,113.0399,165.008,145.7236,125.0107,151.5076,140.3144,179.3211,108.0443,172.853,180.2045,113.1215,107.925,NA,160.1247,155.0718,113.7284,NA,148.6171,186.4029
2018,154.4848,117.5585,117.9656,130.6827,134.7208,NA,117.4959,156.6967,190.6067,116.9074,111.6443,110.1077,173.0569,112.3887,118.3757,NA,105.0442,498.7386,105.9352,148.1706,164.8511,NA,NA,151.2098,NA,115.8027,99.543,130.1455,123.048,114.5647,NA,NA,137.9805,NA,110.6033,128.3271,104.3697,113.7514,112.2929,266.8653,118.2469,NA,111.5939,135.7184,154.4935,125.9814,185.2947,125.2187,274.65,111.9495,122.4121,112.3348,130.0667,110.0716,NA,120.2121,131.7927,253.5824,NA,127.8091,105.3253,NA,140.3496,115.7599,113.3661,131.2833,147.7103,109.7388,196.2968,119.7687,112.9889,149.6418,168.1896,106.8427,127.0513,108.6584,110.8785,163.5212,126.5399,104.7504,NA,182.68,163.9561,129.1089,NA,NA,116.1513,638.401,136.1609,128.6273,204.4349,NA,NA,178.0861,149.4455,116.591,115.5105,114.9237,112.6969,162.9664,NA,141.289,137.521,267.6699,113.493,114.4614,113.2148,191.8851,116.5924,188.8012,134.6473,131.6688,367.9554,121.328,152.9905,250.1018,159.6263,114.734,118.9549,184.4726,122.268,115.8087,174.2225,124.8715,128.2785,128.136,113.2337,112.1183,142.4404,111.6628,116.7048,122.245,177.9008,142.2497,169.0513,122.2601,108.2368,115.9989,130.2227,198.7745,111.827,NA,147.5985,189.3271,187.4116,296.1406,112.76,111.4487,109.255,162.5731,124.9203,NA,112.2672,114.2121,169.0497,148.3684,NA,152.7066,149.8174,204.9831,109.5522,177.019,193.0755,115.7392,109.9,NA,165.4669,158.8692,116.7372,NA,154.6577,199.2744
